游戏应用ID,名称,发布日期,价格,最高同时在线人数,好评数,差评数,推荐数,支持Windows,支持Mac,支持Linux,游戏类别,玩法类型,游戏标签,评论总数,好评率,适用年龄,支持语言,媒体评价,开发商,发行商,展示图片链接,官方网站,支持邮箱,宣传视频链接
739260,Golden Hornet,2017/12/22,0.99,29,163,12,60,1,0,0,单人游戏，全控制器支持，家庭共享,动作，免费开玩，独立,免费开玩，动作，独立，2D，复古，射击，困难，像素图形,175,93.14%,0,['English'， 'Korean'],“它快速、充满活力、具有挑战性，但不会让人感到不知所措，拥有无尽的令人满意的声音和简单但有趣的武器库。控制器明显更好，但不是必需的。石头布霰弹枪,海宗公园,PsychoFlux 娱乐,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/739260/header.jpg?t=1655727486,,contact@psychoflux.com,http://video.akamai.steamstatic.com/store_trailers/256703975/movie_max.mp4?t=1513585229
1906510,Arto,2023/5/1,19.99,29,46,15,44,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，家庭共享,动作，冒险，独立，角色扮演,动作冒险，彩色，动作角色扮演，探索，动作，冒险，角色扮演，砍杀，3D，等角，类魂，多结局，奇幻，氛围，战斗，单人，女性主角，故事丰富，风格化，电影式,61,75.41%,0,['英语'],“Arto 是一款出色的动作冒险游戏，它充分利用了其引人注目的视觉效果。”第六轴,猎户座游戏,indie.io,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1906510/header.jpg?t=1717428089,https://oriongames.net/,support@indie.io,http://video.akamai.steamstatic.com/store_trailers/256944623/movie_max.mp4?t=1685709534
2698450,任务达人 VR,2024/6/19,24.99,29,22,21,3,1,0,0,单人游戏，Steam 成就，跟踪控制器支持，仅限 VR，包括关卡编辑器，家庭共享,动作，休闲，独立，模拟,虚拟现实，搞笑，休闲，选择取向，模拟，沙盒，探索，物理，时间管理，解谜，街机，第一人称，3D，黑色幽默，动态旁白，动作，风格化，色彩缤纷，阖家，关卡编辑器,43,51.16%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '日语'， '简体中文'],“Taskmaster VR 正是我想要的 VR 游戏：它身临其境，完美地利用了虚拟现实的细微差别，并完成了你从其他平台根本无法完成的事情。”90/100 – Twinfinite “我喜欢物理系统，我喜欢不同任务的创造力，我喜欢主持人，我喜欢玩笑” A Wolf In VR “Taskmaster VR 是一种搞笑的、精心设计的 VR 体验，完美地再现了心爱节目中令人愉快的荒谬世界” Duuro Plays,Scallywag 街机,绘图和编码,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2698450/header.jpg?t=1718810046,https://scallywagarcade.com/,,"http://video.akamai.steamstatic.com/store_trailers/257031190/movie_max.mp4?t=1718808676,http://video.akamai.steamstatic.com/store_trailers/257011038/movie_max.mp4?t=1711547699,http://video.akamai.steamstatic.com/store_trailers/256982793/movie_max.mp4?t=1701247742"
953880,一等麻烦,2021/11/1,14.99,29,3019,803,2723,1,0,0,多人模式，玩家对战，在线玩家对战，合作，在线合作，跨平台多人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌,独立,社交推理，滑稽，生存，困难，多人，黑色幽默，在线合作，3D，派对游戏，第三人称，休闲，玩家对战，合作，动作，复古，太空模拟，小游戏，机器人，阴谋，派对,3822,78.99%,0,['英语'， '法语'， '德语'， '西班牙语 - 西班牙'， '日语'， '韩语'， '葡萄牙语 - 巴西'， '俄语'， '简体中文'， '西班牙语-拉丁美洲'， '泰语'， '繁体中文'],“终于有一款*更好*的 Among Us 游戏了？”CaRtOonz “我玩得很开心。”Gorillaphant “把某人投票出去真搞笑。”死松鼠,隐形墙,对抗邪恶,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/953880/header.jpg?t=1719822455,https://firstclasstrouble.com,info@invisiblewalls.co,"http://video.akamai.steamstatic.com/store_trailers/256858615/movie_max.mp4?t=1635874902,http://video.akamai.steamstatic.com/store_trailers/256829204/movie_max.mp4?t=1635812042,http://video.akamai.steamstatic.com/store_trailers/256822738/movie_max.mp4?t=1613512048"
526800,方块轨迹,2016/11/11,5.99,28,48,4,12,1,1,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，统计，Steam 排行榜，家庭共享,动作，休闲，独立,独立，休闲，困难，时间攻击，解谜，像素图形，动作，复古，街机，1980年代,52,92.31%,0,['英语'， '西班牙语-西班牙'， '法语'， '意大利语'， '德语'， '葡萄牙语-葡萄牙'， '简体中文'， '俄语'],“Cubotrox 恰到好处地说明了益智游戏应该是什么，它提供了一套简单的机制，这些机制起初似乎很容易，但随着谜题的进展，这些机制变得越来越具有挑战性。”VGBlogger “Sencillo y complejo” Mundogamers “Dan 忙于对块和颜色进行分类，以创作他的像素化杰作。”巨型炸弹,The Barberians 游戏工作室,谈论媒体,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526800/header.jpg?t=1499079034,http://cubotrox.com/,barberians@talkingaboutmedia.com,http://video.akamai.steamstatic.com/store_trailers/256674023/movie_max.mp4?t=1478304633
1441680,Tree Trunk Brook,2020/10/23,0,28,88,12,74,1,0,0,单人游戏，Steam 成就，Steam 排行榜,冒险，免费开玩,冒险，点击&点击，放松，探索，氛围，自然，免费玩，单人游戏，女性主角，精彩的原声带，可爱，适合家庭，步行模拟器，有趣，美丽,100,88.00%,0,['英语'],“我真的很想祝贺你们最近的杰作——Tree Trunk Brook。这是一个如此简单而温馨的游戏。...这个游戏的真实感很棒，因为我自己在森林里工作，而且我的工作确实受到当前行动限制的影响，所以这个游戏让我觉得我又在森林里做我最喜欢做的事情。非常感谢您创建此游戏。我希望更多的游戏开发者也能像你们一样制作类似质量的关于自然的游戏。1StopBorneo Wildlife “你可以看出，我们投入了很多爱——只是有一些非常可爱的细节，这些细节本来不必出现，但让这一切变得更加迷人。”所以典型 Tori “我没想到会如此享受它到 100%，然后回去进行额外的对话，但它玩起来非常有趣和放松！” 德拉康南,绵羊的喵喵,绵羊的喵喵,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1441680/header.jpg?t=1702064459,https://www.thesheepsmeow.com,games@thesheepsmeow.com,http://video.akamai.steamstatic.com/store_trailers/256805282/movie_max.mp4?t=1602946558
923370,Cat Warfare,2020/2/26,0,28,36,6,3,1,1,1,多人模式，玩家对战，在线玩家对战，跨平台多人游戏,动作，休闲，独立，免费开玩,动作，策略，独立，第一人称射击，竞技场射击，第一人称，多人，抢先体验，玩家对战，暴力，血腥，猫，3D，氛围，欢乐，角色自定义，困难，街机,42,85.71%,0,['英语'],“这个游戏太可爱了，我喜欢喵喵的声音。和一群朋友一起玩很有趣，我强烈推荐这是一款好的派对游戏。寿司美威,不那么经典的游戏,不那么经典的游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/923370/header.jpg?t=1724984721,https://www.notsoclassicgames.com/games/cat-warfare,notsoclassicgames@gmail.com,"http://video.akamai.steamstatic.com/store_trailers/257010540/movie_max.mp4?t=1711160018,http://video.akamai.steamstatic.com/store_trailers/257020631/movie_max.mp4?t=1714724189"
2189860,外部恐怖,2023/4/20,9.99,28,52,9,23,1,0,0,单人游戏，多人，合作，共享/分屏合作，共享/分屏，完全控制器支持，Steam 集换式卡牌，电视遥控游戏，一起遥控游戏，家庭共享,动作，冒险，独立,动作，冒险，动作类 Rogue，动作冒险，街机，子弹地狱，2.5D，多彩，像素图形，1980 年代，1990 年代，大气，黑暗奇幻，恶魔，悬疑，战斗，故事丰富，合作，多人，在线合作,61,85.25%,13,['英语'， '简体中文'， '繁体中文'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '日语'],“向邪教经典致敬” 8.0 – Try Hard Guides “Outer Terror 是 Grindhouse 和 B-Horror 的充满爱意的复兴，以卓越的艺术风格和游戏循环执行，让事情变得有趣和新鲜” 8.5 – All Ages of Geek LLC “艺术令人难以置信，音乐激烈，敌人古怪，角色坚韧不拔， 而且地图设计得很好。8.0 – EIP 游戏,Salt & Pixel LLC,VoxPop 游戏公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2189860/header.jpg?t=1713813872,https://www.voxpopgames.com/,support@voxpopgames.com,"http://video.akamai.steamstatic.com/store_trailers/256942287/movie_max.mp4?t=1688371756,http://video.akamai.steamstatic.com/store_trailers/256938436/movie_max.mp4?t=1680104366,http://video.akamai.steamstatic.com/store_trailers/256911168/movie_max.mp4?t=1666720806"
695830,Captain Backwater,2017/9/12,0,28,25,5,10,1,1,0,单人游戏,休闲，独立，策略,解谜，三消，棋盘游戏，逻辑，回合制战术，桌面游戏，策略，2D，可爱，放松，滑稽，休闲，卡通风格，多彩，海盗，阖家，卡通，网格式移动，单人，独立,30,83.33%,0,['英语'， '德语'],“我向那些为他们的益智游戏系列寻找新事物的游戏玩家，那些想让孩子沉迷于他们喜欢的解谜游戏的父母，以及任何喜欢一个好的海盗游戏的人推荐它。”7/10 – Brutal Gamer “益智游戏迷会在 100 个关卡中找到持久的娱乐。”AppZap “你会发现 Captain Backwater 是一款相当迷人、简单明了的益智游戏。”保险库,Jochen Heizmann，Emmanuel Henné，Intermediaware,庇护广场,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/695830/header.jpg?t=1709311513,http://intermediaware.com,info@intermediaware.de,http://video.akamai.steamstatic.com/store_trailers/256692388/movie_max.mp4?t=1502840060
1328220,CHALICE,2020/6/7,0,28,46,11,38,1,0,0,单人游戏，跟踪控制器支持，仅限 VR,动作，冒险，休闲，免费开玩，独立，模拟,免费开玩，独立，动作，冒险，休闲，模拟，VR,57,80.70%,0,[['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '阿拉伯语'， '保加利亚语'， '捷克语'， '丹麦语'， '荷兰语'， '芬兰语'， '希腊语'， '匈牙利语'， '日语'， '韩语'， '挪威语'， '波兰语'， '葡萄牙语-葡萄牙'， '葡萄牙语-巴西'， '罗马尼亚语'， '俄语'， '简体中文'， '西班牙语-拉丁美洲'， '瑞典语'， '泰语'， '繁体中文'， '土耳其语'， '乌克兰语'， '越南语'],“太酷了” WandaWeb “这个应用程序真的让我永远斗鸡眼。我正在与律师谈判“字节帧,本·卢纳托,本·卢纳托,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1328220/header.jpg?t=1603232282,,benlunato@gmail.com,http://video.akamai.steamstatic.com/store_trailers/256785677/movie_max.mp4?t=1590349683
911680,REZ PLZ,2020/7/15,2.99,28,39,10,18,1,0,0,单人游戏，多人，合作，共享/分屏合作，共享/分屏，Steam 成就，完全控制器支持，Steam 云，一起远程游玩，家庭共享,动作，冒险，独立,横向滚屏，平台解谜，困难，平台游戏，动作冒险，2D，黑色喜剧，故事丰富，动作，益智，像素图形，奇幻，魔法，喜剧，冒险，合作，黑暗，本地合作，本地多人，多人,49,79.59%,0,['英语'， '法语'， '德语'， '西班牙语 - 西班牙'， '葡萄牙语 - 巴西'， '俄语'， '简体中文'， '西班牙语 - 拉丁美洲'],“一款出色的独立游戏，值得添加到任何人的 Steam 库中” 9/10 – GameGrin “游戏的核心非常出色，游戏玩法有趣，进度平衡，它有个性” 8/10 – Gaming Nexus “REZ PLZ 是一款有趣且有趣的合作益智平台游戏，具有黑色幽默感” 7/10 – 上帝是个极客,长脖子游戏,涂鸦游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/911680/header.jpg?t=1628613404,http://rezplzgame.com,info@wearelongnecks.com,"http://video.akamai.steamstatic.com/store_trailers/256785035/movie_max.mp4?t=1594832630,http://video.akamai.steamstatic.com/store_trailers/256759022/movie_max.mp4?t=1566243227,http://video.akamai.steamstatic.com/store_trailers/256740593/movie_max.mp4?t=1589304040"
236010,方块创造,2016/1/21,11.99,28,17,13,5,1,0,0,单人游戏，Steam 成就，Steam 集换式卡牌，Steam 创意工坊，部分控制器支持，Steam 排行榜，包括关卡编辑器，家庭共享,休闲，独立,独立，休闲，平台解谜，关卡编辑器,30,56.67%,0,['英语'],“我向任何喜欢休闲拼图挑战的人推荐它;既是消费者又是设计师！82/100 – 游戏玩家天堂 “Bloxtivity 很有趣。如果你想让你的大脑得到很好的锻炼，这款游戏是一个不错的选择。8/10 – Electric Sista Hood “如果你是益智游戏的粉丝，那么 Bloxitivity 作为一个整体绝对值得你花时间。”7/10 – Spieletester,55 左轮手枪,科莫多,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/236010/header.jpg?t=1698275131,http://55revolver.degigames.com/,games@komodo.jp,"http://video.akamai.steamstatic.com/store_trailers/256659075/movie_max.mp4?t=1450759146,http://video.akamai.steamstatic.com/store_trailers/256659095/movie_max.mp4?t=1450759158"
1236880,非洲求生,2024/7/2,16.99,28,14,15,12,1,0,0,单人游戏，多人，玩家对战，在线玩家对战，合作，在线合作，完全控制器支持，家庭共享,动作，冒险，大型多人在线，角色扮演,冒险，角色扮演，大型多人在线，生存，第一人称射击，实验性，大型多人在线角色扮演，开放世界，射击，抢先体验，开放世界生存工艺，战术角色扮演，第三人称射击，第一人称，拟真，第三人称，喜剧，现代，自然，海军,29,48.28%,0,['英语'],“游戏几乎每天都被直播” 狙击手Kroz “游戏几乎每天都被直播” G63 先生,MeanDean 公司,标志性工作室,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1236880/header.jpg?t=1719959624,,megabite5005@gmail.com,"http://video.akamai.steamstatic.com/store_trailers/256843181/movie_max.mp4?t=1626487750,http://video.akamai.steamstatic.com/store_trailers/256835857/movie_max.mp4?t=1621993708"
363020,IPackThat,2015/10/6,0,28,15,27,7,1,0,0,,动画和建模，实用工具,动画和建模，实用工具,42,35.71%,0,['英语'， '日语'， '土耳其语'， '挪威语'],“即使对于像我这样不熟悉 3D 工作的人来说，它也是一个非常方便的工具，可以增加我可以塞入 UV 贴图的像素数量。”Warren Schultz（自由撰稿人和编辑）,Piranha 字节分发 UG&Co KG,Piranha 字节分发 UG&Co KG,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/363020/header.jpg?t=1563569653,https://www.facebook.com/IPackThat,pbsteam.ipt@piranha-bytes.com,"http://video.akamai.steamstatic.com/store_trailers/2038519/movie_max.mp4?t=1447372763,http://video.akamai.steamstatic.com/store_trailers/2038517/movie_max.mp4?t=1447372760,http://video.akamai.steamstatic.com/store_trailers/2038520/movie_max.mp4?t=1447372763,http://video.akamai.steamstatic.com/store_trailers/2038625/movie_max.mp4?t=1447373036,http://video.akamai.steamstatic.com/store_trailers/2038626/movie_max.mp4?t=1447373036,http://video.akamai.steamstatic.com/store_trailers/2038703/movie_max.mp4?t=1447373221"
